TotRmsAbvGrd,OpenPorchSF,MasVnrArea,OverallQual,1stFlrSF,HalfBath,LotArea,GrLivArea,YearBuilt,2ndFlrSF,OverallCond,BsmtFinSF1,FullBath,Fireplaces,TotalBsmtSF,LotFrontage,BsmtUnfSF,YrSold,GarageYrBlt,MoSold,GarageCars,YearRemodAdd,BsmtFullBath,BedroomAbvGr,WoodDeckSF,GarageArea,LotShape,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,KitchenQual,FireplaceQu,GarageFinish,MSSubClass_1,MSSubClass_2,MSSubClass_3,MSSubClass_4,LotConfig_2,Neighborhood_1,Neighborhood_2,Neighborhood_3,Neighborhood_4,Neighborhood_5,HouseStyle_2,HouseStyle_3,RoofStyle_2,RoofStyle_3,Exterior1st_2,Exterior1st_3,Exterior1st_4,Exterior2nd_2,Exterior2nd_3,Exterior2nd_4,MasVnrType_2,MasVnrType_3,Foundation_2,Foundation_3,GarageType_2,GarageType_3,SalePrice
6,72,616.0,9,1684,0,8849,1684,2005,0,5,28,2,1,1684,63.0,1656,2008,2005.0,7,2,2005,0,2,495,564,2,4,5,1,6,4,4,5,2,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,266000
4,0,0.0,5,536,1,2592,1112,1976,576,3,129,1,0,536,36.0,175,2010,1976.0,4,1,1976,0,3,182,336,3,2,4,1,3,2,2,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,85000
6,0,0.0,6,972,0,6435,1577,1939,605,5,0,1,1,972,65.0,972,2006,1939.0,10,1,1950,0,3,0,312,3,2,3,1,1,3,1,4,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,140200
6,27,106.0,7,764,1,2448,1626,2003,862,5,573,2,0,764,36.0,191,2008,2003.0,10,2,2004,1,2,0,474,3,3,4,1,6,4,3,0,2,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,154000
10,0,870.0,9,1848,1,20431,2728,2005,880,5,1410,2,2,1848,56.0,438,2006,2006.0,4,3,2006,1,4,0,706,1,4,5,1,6,4,4,5,3,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,437154
6,54,362.0,9,1869,0,7820,1869,2007,0,5,0,2,1,1869,68.0,1869,2007,2007.0,12,2,2007,0,2,210,617,2,4,5,1,1,4,4,4,2,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,318061
5,0,0.0,5,616,0,9084,1111,1941,495,6,236,1,0,616,60.0,0,2008,1941.0,3,1,1950,0,3,48,200,3,2,3,2,2,2,2,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,95000
5,0,0.0,6,720,0,8520,720,1928,0,8,0,1,0,624,60.0,624,2010,2005.0,5,2,2003,0,2,106,484,3,2,3,1,1,3,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,105900
6,0,0.0,6,1192,0,8400,1595,1940,403,5,388,1,2,940,60.0,552,2006,1940.0,6,1,2000,0,2,0,240,3,2,3,1,2,4,2,4,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,140000
6,26,0.0,6,1200,0,11249,1200,1995,0,5,334,2,0,1200,105.0,322,2007,1995.0,8,2,1995,1,3,0,521,1,3,4,1,5,4,3,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,177500
6,90,0.0,5,1142,1,4224,1142,1976,0,5,874,1,1,1142,44.0,268,2007,1976.0,8,2,1976,1,3,536,528,3,2,4,1,5,2,2,1,3,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,134000
6,0,120.0,5,1352,0,6930,1352,1958,0,4,300,1,0,1062,92.0,468,2006,1958.0,7,1,1958,0,3,168,288,2,2,3,3,4,4,3,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,130000
7,75,530.0,8,1086,1,12011,1924,1998,838,5,956,2,1,1086,78.0,130,2006,1998.0,6,2,1998,1,3,208,592,2,3,4,3,6,4,3,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,280000
7,0,500.0,7,495,0,7301,1922,2003,1427,5,0,3,1,0,64.0,0,2009,2003.0,7,2,2003,0,4,0,672,3,3,0,0,0,4,3,5,2,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,198500
5,0,510.0,6,483,1,1680,987,1972,504,8,162,1,0,483,21.0,321,2009,1972.0,5,1,2007,0,2,250,264,3,2,3,1,5,3,3,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,118000
6,128,0.0,5,672,0,10690,1344,1920,672,7,456,1,0,672,59.0,216,2009,1964.0,7,1,1997,0,3,0,468,3,2,3,1,3,3,2,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,147000
6,110,305.0,6,1431,0,9150,1431,1962,0,5,371,1,1,1099,101.0,728,2008,1962.0,12,1,1962,0,3,64,296,2,2,4,4,6,3,2,4,2,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,165000
7,98,200.0,5,1268,0,7800,1268,1954,0,6,540,1,1,1268,78.0,728,2010,1954.0,3,1,1954,0,2,0,244,3,2,3,1,2,3,2,4,3,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,132000
7,59,0.0,4,1120,0,17120,1588,1959,468,4,0,2,1,0,80.0,0,2008,1991.0,7,2,1959,0,4,0,680,3,2,0,0,0,2,2,4,3,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,134432
4,0,0.0,6,752,0,7175,752,1984,0,5,623,1,0,744,50.0,0,2010,1984.0,2,1,1984,1,2,353,264,3,2,4,1,5,2,2,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,125000
5,0,0.0,5,1319,0,10634,1319,1953,0,6,428,1,0,608,79.0,0,2009,1953.0,11,1,1953,1,3,66,270,3,2,3,1,4,2,2,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,123000
8,48,0.0,7,847,1,8200,1928,2003,1081,5,0,2,1,847,65.0,847,2007,2003.0,7,2,2004,0,4,100,434,3,3,4,1,1,4,3,4,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,219500
5,0,0.0,5,914,0,8846,914,1996,0,5,298,1,0,870,57.0,572,2006,1998.0,7,2,1996,0,2,0,576,2,3,4,3,6,4,2,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,148000
8,214,0.0,8,1580,0,11143,2466,2004,886,5,0,3,1,1580,102.0,1580,2007,2004.0,12,2,2005,0,4,159,610,2,3,4,1,1,4,3,4,2,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,340000
8,0,350.0,9,1856,1,11394,1856,2010,0,2,1445,1,1,1856,88.0,411,2010,2010.0,6,3,2010,1,1,113,834,3,3,5,3,6,4,4,5,3,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,394432
7,63,16.0,6,1007,1,8123,1800,2000,793,5,0,2,1,982,60.0,982,2009,2000.0,6,2,2000,0,3,100,463,2,2,4,1,1,4,2,3,3,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,179000
6,0,0.0,5,1026,0,5000,1691,1924,665,6,218,2,1,1026,50.0,808,2010,1924.0,5,1,1950,0,3,0,308,3,2,3,1,2,2,3,4,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,127000
5,121,0.0,7,1301,0,7200,1301,2006,0,5,0,2,1,1293,60.0,1293,2006,2006.0,8,2,2006,1,2,216,572,3,3,4,1,1,4,3,4,2,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,187750
8,53,0.0,7,939,1,9245,1797,2006,858,5,0,2,0,939,79.0,939,2007,2006.0,4,2,2006,0,3,144,639,2,3,4,3,1,4,3,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,213500
5,0,0.0,6,784,0,9000,784,1928,0,3,0,1,0,784,60.0,784,2009,1950.0,10,2,1950,0,2,0,360,3,2,2,1,1,2,2,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,76000
6,20,16.0,8,1269,0,3182,1269,2004,0,5,24,2,1,1256,43.0,1232,2010,2004.0,4,2,2005,0,2,146,430,3,3,4,1,6,4,3,3,3,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,192000
6,0,255.0,6,1125,0,7200,1125,1976,0,6,631,1,1,1041,72.0,410,2009,1977.0,10,1,1976,1,3,296,352,3,2,3,3,5,4,2,2,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,125000
6,25,125.0,7,1479,0,9382,1479,1999,0,5,0,2,0,1468,93.0,1468,2008,1999.0,7,2,2000,0,3,120,577,2,3,4,1,1,4,3,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,191000
9,134,272.0,10,1742,1,12474,2332,2007,590,5,1280,2,1,1682,96.0,402,2008,2008.0,8,3,2008,1,3,196,846,3,4,5,3,6,4,4,5,3,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,426000
7,130,0.0,5,961,0,8405,1367,1900,406,8,241,1,0,861,50.0,229,2008,1978.0,4,1,1950,1,4,0,384,3,2,3,1,3,4,2,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,119000
7,192,0.0,6,804,1,12209,1961,2001,1157,5,690,2,1,804,71.0,114,2009,2001.0,6,2,2002,1,3,125,560,2,2,5,1,5,4,3,3,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,215000
5,39,0.0,5,735,0,10134,1034,1940,299,6,0,1,0,735,60.0,735,2007,1940.0,7,1,1950,0,2,0,240,3,2,3,1,1,3,2,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,109000
6,0,0.0,5,1144,0,9571,1144,1956,0,6,739,1,0,1144,68.0,405,2010,1956.0,6,1,1956,1,3,44,596,3,2,3,3,4,2,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,129000
6,0,0.0,5,894,0,7200,894,1972,0,5,777,1,0,894,60.0,117,2009,1985.0,9,2,1972,0,2,215,600,3,2,3,3,3,2,2,0,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,123000
8,168,288.0,5,876,0,7590,1812,1962,936,5,540,2,1,864,69.0,324,2007,1962.0,7,1,1962,0,4,0,264,3,2,3,1,5,2,2,3,2,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,169500
6,0,0.0,5,1077,0,8967,1077,1920,0,2,0,1,0,961,60.0,961,2007,1920.0,11,1,1950,0,2,0,338,3,2,2,1,1,3,2,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,67000
7,168,100.0,7,1112,0,8125,1550,2006,438,5,812,2,0,1092,65.0,280,2009,2007.0,10,2,2007,1,2,0,438,3,3,4,1,6,4,3,0,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,241000
4,30,0.0,8,1288,1,14963,1288,1996,0,5,786,1,2,1260,38.0,474,2008,1996.0,12,2,1996,1,1,120,500,1,3,4,1,6,4,4,4,3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,245500
6,0,0.0,7,1310,0,8767,1310,2005,0,5,24,2,1,1310,65.0,1286,2006,2005.0,7,2,2005,0,3,0,400,2,3,4,3,6,4,3,4,3,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,164990
4,0,0.0,5,672,0,10200,672,1940,0,8,0,1,0,672,60.0,672,2008,1940.0,8,1,1997,0,2,168,240,3,2,3,1,1,4,2,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,108000
10,123,650.0,8,1165,1,12090,2263,1998,1098,5,0,2,1,1141,93.0,1141,2006,1998.0,7,2,1998,0,4,144,420,3,3,4,1,1,3,3,3,3,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,258000
6,0,0.0,6,1166,0,10480,1639,1936,0,5,0,1,0,1064,51.0,1064,2008,1936.0,3,1,1950,0,3,0,240,3,2,3,1,1,4,2,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,115000
8,0,0.0,6,840,0,15576,1680,1915,840,7,0,2,0,840,63.0,840,2008,1960.0,3,1,1976,0,4,0,308,3,2,4,1,1,4,2,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,177000
9,62,350.0,7,1071,1,14154,2172,2006,1101,5,0,2,1,1063,109.0,1063,2007,2006.0,8,3,2006,0,3,192,947,3,3,5,1,1,4,3,4,2,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,280000
8,102,100.0,8,1050,1,10800,2078,2007,1028,5,789,2,1,1034,85.0,245,2008,2008.0,4,3,2008,1,3,0,836,3,3,5,1,6,4,4,4,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,339750
5,0,0.0,5,1276,0,9571,1276,1958,0,3,0,1,0,1276,68.0,1276,2009,1958.0,6,1,1958,0,3,0,350,3,2,3,1,1,2,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,60000
5,0,0.0,5,1056,0,34650,1056,1955,0,5,1056,1,0,1056,100.0,0,2006,1955.0,1,2,1955,1,3,264,572,3,2,3,2,3,2,2,0,3,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,145000
5,0,0.0,5,1028,0,8960,1028,1927,0,6,0,1,1,1008,56.0,1008,2010,1927.0,3,2,1950,0,2,0,360,3,2,3,1,1,3,2,4,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,115000
9,187,0.0,7,1080,1,11228,2097,1993,1017,5,50,2,1,1080,59.0,499,2008,1993.0,12,3,1993,0,3,196,678,1,3,4,1,4,4,3,3,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,228000
6,30,0.0,7,1340,0,8899,1340,2007,0,5,24,2,0,1340,73.0,1316,2007,2007.0,8,2,2007,0,3,100,396,2,3,4,3,6,4,3,0,3,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,181134
6,0,203.0,6,672,1,7844,1400,1978,728,7,209,1,1,672,74.0,463,2006,1978.0,3,2,1978,0,3,0,440,3,2,3,1,5,2,2,3,3,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,149500
10,0,0.0,6,1370,1,22420,2624,1918,1254,6,1128,2,1,1370,86.0,242,2007,1918.0,11,3,1950,1,4,0,864,2,2,4,1,4,2,2,4,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,239000
7,0,0.0,5,756,1,8160,1134,1940,378,6,312,1,0,756,60.0,444,2007,1940.0,4,1,1950,1,3,0,240,3,2,3,1,5,1,2,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,126000
6,85,0.0,5,1056,0,8450,1056,1968,0,6,775,1,1,1056,65.0,281,2010,1968.0,7,1,1968,1,3,0,304,3,2,3,1,4,4,2,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,142000
8,0,200.0,7,1344,0,7060,1344,1997,0,5,1309,2,0,1344,78.0,35,2008,1997.0,11,4,1998,2,2,0,784,3,2,4,4,6,4,2,0,3,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,206300
4,0,0.0,5,988,0,21750,988,1954,0,5,0,1,0,988,100.0,988,2008,1954.0,2,2,1954,0,2,0,520,3,2,3,1,1,4,2,0,2,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,113000
8,66,473.0,8,1470,1,9200,2630,1998,1160,5,986,2,1,1470,80.0,484,2008,1998.0,6,3,1998,1,4,0,696,3,3,4,1,6,3,3,3,3,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,315000
6,44,74.0,6,1196,0,9000,1196,1956,0,5,616,1,1,1196,72.0,580,2008,1956.0,5,1,1956,1,2,0,297,3,2,4,1,2,3,2,4,2,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,139000
6,0,0.0,7,707,1,3378,1389,1946,682,8,0,1,2,651,60.0,651,2009,1947.0,9,1,1992,0,3,0,240,3,2,3,1,1,3,2,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,135000
5,0,0.0,4,907,0,8593,907,1957,0,6,288,1,0,907,77.0,619,2008,1964.0,7,1,1957,0,3,0,352,2,2,3,1,3,4,2,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,109008
6,54,108.0,7,1208,0,6762,1208,2007,0,5,664,2,0,1208,64.0,544,2007,2007.0,9,2,2007,1,2,105,628,3,3,4,1,6,4,3,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,195400
6,0,0.0,6,1412,0,11457,1412,1988,0,5,1005,2,1,1392,130.0,387,2009,1988.0,3,2,1988,1,3,0,576,2,2,4,2,6,2,3,3,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,175000
4,0,232.0,6,483,1,1680,987,1971,504,5,387,1,0,483,21.0,96,2008,1971.0,7,1,1971,0,2,0,264,3,2,3,1,5,2,2,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,85400
6,36,376.0,5,765,1,1920,1365,1971,600,5,471,1,0,765,24.0,294,2007,1971.0,8,2,1971,1,2,240,440,3,2,3,1,5,4,2,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,122500
7,36,0.0,6,926,1,10839,1604,1997,678,5,0,2,1,926,100.0,926,2008,1997.0,7,2,1998,0,3,0,470,2,2,4,1,1,4,2,3,3,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,181000
6,61,0.0,7,827,1,10667,1661,1996,834,6,385,2,1,799,43.0,70,2009,1996.0,4,2,1996,1,3,158,550,1,3,4,3,6,4,3,3,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,212000
6,0,0.0,6,734,0,4400,1118,1920,384,8,0,1,0,648,40.0,648,2006,1990.0,10,2,1950,0,2,0,440,3,2,2,1,1,2,2,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,116000
4,0,0.0,6,904,0,6000,904,1926,0,7,0,1,0,884,50.0,884,2009,1926.0,1,1,2004,0,2,0,180,3,3,3,1,1,3,2,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,119000
4,0,0.0,5,694,0,4280,694,1913,0,6,365,1,1,440,40.0,75,2007,1990.0,3,1,2002,0,2,0,352,3,2,3,1,2,2,3,4,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,90350
7,46,0.0,6,684,0,12354,1196,1920,512,8,0,1,0,684,67.0,684,2009,2005.0,8,2,2000,0,3,0,528,3,2,3,2,1,3,3,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,110000
10,72,200.0,10,2402,0,15431,2402,2008,0,5,1767,2,2,3094,105.0,788,2009,2008.0,4,3,2008,1,2,0,672,3,4,5,4,6,4,4,4,3,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,555000
8,0,0.0,5,1128,0,6240,1573,1930,445,7,0,2,1,1078,52.0,1078,2008,1930.0,6,2,1992,0,3,0,360,3,2,3,1,1,2,2,4,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,162900
6,16,72.0,7,1258,0,3922,1258,2006,0,5,0,2,1,1258,53.0,1258,2007,2007.0,6,3,2007,0,2,144,648,3,3,5,3,1,4,3,4,3,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,172500
8,133,0.0,7,933,1,8750,1908,1994,975,5,642,2,1,915,70.0,273,2008,1994.0,7,2,1995,1,4,144,493,3,3,4,1,6,4,3,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,210000
7,0,0.0,6,1689,0,9855,1689,1956,0,5,0,1,1,1436,73.0,1436,2009,1956.0,11,2,1956,0,3,0,480,3,2,3,1,1,1,2,4,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,127500
6,0,0.0,6,1888,1,16492,1888,1966,0,6,247,2,1,1517,137.0,557,2010,1966.0,6,2,2002,0,2,0,578,2,3,3,1,5,4,3,4,3,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,190000
7,0,0.0,6,780,0,8600,1376,1937,596,6,0,2,1,780,50.0,780,2006,1937.0,6,1,1950,0,3,0,198,3,2,3,1,1,2,2,4,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,119500
6,176,0.0,3,679,1,6000,1183,1948,504,7,331,1,0,649,50.0,318,2007,1981.0,6,1,2002,0,2,0,308,3,2,3,1,5,4,2,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,120000
5,113,0.0,6,813,0,5684,813,1930,0,8,0,1,0,813,70.0,813,2006,1932.0,6,1,2005,0,2,0,270,3,2,3,1,1,4,3,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,110000
5,54,0.0,7,1533,0,70761,1533,1975,0,5,655,2,2,1533,62.0,878,2006,1975.0,12,2,1975,1,2,200,576,2,2,4,4,5,2,3,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,280000
6,30,0.0,8,786,1,9000,1590,2008,804,5,0,2,0,768,75.0,768,2009,2008.0,6,2,2008,0,3,0,676,3,3,4,1,1,4,3,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,210000
8,0,0.0,5,1728,0,9297,1728,1976,0,5,1606,2,0,1728,63.0,122,2006,1976.0,7,2,1976,2,4,0,560,3,2,3,1,5,2,2,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,188000
6,0,320.0,7,1242,1,9600,1242,1973,0,6,916,1,1,1242,80.0,326,2007,1973.0,9,2,1973,0,3,0,528,3,2,3,1,5,1,2,3,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,175500
7,0,0.0,5,624,0,4571,1344,1916,720,5,0,1,0,624,34.0,624,2008,1916.0,5,3,1950,0,4,0,513,3,2,3,1,1,1,2,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,98000
8,150,110.0,8,832,1,8004,1935,2009,1103,5,544,2,0,832,75.0,288,2009,2009.0,12,2,2009,1,3,0,552,2,3,4,1,6,4,2,0,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,263435
6,0,0.0,7,575,0,7200,1135,1936,560,9,350,1,0,560,60.0,0,2009,1971.0,4,2,2007,1,3,256,576,3,3,4,1,5,4,3,0,2,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,155000
5,0,0.0,5,864,0,8281,864,1965,0,5,553,1,1,864,60.0,0,2009,1965.0,12,1,1965,0,3,0,360,2,2,3,1,3,3,2,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,62383
6,0,0.0,6,849,1,11988,1660,1934,811,7,326,1,1,715,74.0,389,2008,1939.0,8,1,1995,0,3,0,240,2,2,3,1,2,1,2,4,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,188700
5,0,0.0,7,1277,0,10628,1277,1970,0,5,778,1,1,1277,85.0,499,2007,1970.0,4,2,1970,1,2,0,526,3,2,3,4,6,2,2,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,167000
7,0,224.0,5,888,1,9480,1644,1942,756,7,386,1,2,728,79.0,342,2007,1942.0,6,1,1995,0,3,168,312,3,2,3,1,2,4,3,4,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,146500
7,44,248.0,8,1634,0,11428,1634,2006,0,5,0,2,1,1626,98.0,1626,2007,2006.0,5,3,2006,0,3,0,866,2,3,4,1,1,4,3,4,2,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,250000
7,70,120.0,6,832,1,9291,1710,1993,878,5,426,2,0,832,76.0,406,2008,1993.0,6,2,1993,0,3,144,506,2,3,4,1,6,4,3,0,2,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,187000
