TotRmsAbvGrd,OpenPorchSF,MasVnrArea,PoolArea,MiscVal,OverallQual,1stFlrSF,ScreenPorch,HalfBath,KitchenAbvGr,LotArea,GrLivArea,YearBuilt,2ndFlrSF,OverallCond,BsmtFinSF1,FullBath,Fireplaces,TotalBsmtSF,EnclosedPorch,LotFrontage,BsmtHalfBath,BsmtUnfSF,BsmtFinSF2,YrSold,LowQualFinSF,GarageYrBlt,MoSold,GarageCars,YearRemodAdd,BsmtFullBath,BedroomAbvGr,3SsnPorch,WoodDeckSF,GarageArea,LotShape,Utilities,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MSSubClass_1,MSSubClass_2,MSSubClass_3,MSSubClass_4,MSZoning_1,MSZoning_2,MSZoning_3,Street_1,Alley_1,Alley_2,LandContour_1,LandContour_2,LotConfig_1,LotConfig_2,LotConfig_3,Neighborhood_1,Neighborhood_2,Neighborhood_3,Neighborhood_4,Neighborhood_5,Condition1_1,Condition1_2,Condition1_3,Condition1_4,Condition2_1,Condition2_2,Condition2_3,BldgType_1,BldgType_2,BldgType_3,HouseStyle_1,HouseStyle_2,HouseStyle_3,RoofStyle_1,RoofStyle_2,RoofStyle_3,RoofMatl_1,RoofMatl_2,RoofMatl_3,Exterior1st_1,Exterior1st_2,Exterior1st_3,Exterior1st_4,Exterior2nd_1,Exterior2nd_2,Exterior2nd_3,Exterior2nd_4,MasVnrType_1,MasVnrType_2,MasVnrType_3,Foundation_1,Foundation_2,Foundation_3,Heating_1,Heating_2,Heating_3,CentralAir_1,Electrical_1,Electrical_2,Electrical_3,GarageType_1,GarageType_2,GarageType_3,MiscFeature_1,MiscFeature_2,MiscFeature_3,SaleType_1,SaleType_2,SaleType_3,SaleType_4,SaleCondition_1,SaleCondition_2,SaleCondition_3,SalePrice
8,51,0.0,0,0,8,1079,0,1,1,15611,1919,2006,840,5,0,2,1,1079,0,120.0,0,1079,0,2006,0,2006.0,7,2,2006,0,3,0,0,685,3,3,0,3,2,4,3,3,1,1,4,3,7,4,2,4,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,233230
9,184,0.0,0,0,5,936,0,0,1,5687,1716,1912,780,6,210,2,0,780,0,55.0,0,570,0,2008,0,,3,0,2000,1,6,0,0,0,3,3,0,2,1,3,2,1,3,1,4,1,7,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,135900
8,0,0.0,0,0,5,1148,160,1,1,11409,1716,1949,568,4,292,1,1,768,0,60.0,0,476,0,2009,0,1949.0,1,1,2008,0,3,0,0,281,3,3,0,2,2,3,3,1,2,1,3,2,5,4,1,3,3,2,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,131000
9,250,34.0,0,0,7,1468,0,1,1,16659,2263,1977,795,7,795,2,1,795,0,,0,0,0,2006,0,1977.0,3,2,1994,1,3,0,0,539,2,3,0,2,2,3,3,1,5,1,1,3,7,3,3,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,235000
7,0,238.0,0,0,6,1644,0,0,1,9600,1644,1953,0,5,1285,1,2,1416,0,80.0,0,131,0,2009,0,1953.0,10,2,1953,1,3,0,110,418,3,3,0,2,2,3,3,1,6,1,2,2,7,4,3,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,167000
6,0,0.0,0,0,6,1003,0,0,1,7937,1003,1984,0,6,819,1,0,1003,0,37.0,0,184,0,2006,0,1984.0,3,2,1984,1,3,0,120,588,2,3,0,2,2,3,3,3,6,1,2,2,7,0,1,3,3,2,0,4,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,142500
6,0,0.0,0,0,5,910,0,1,1,13710,1558,1950,648,5,420,1,0,910,0,75.0,0,490,0,2007,0,1950.0,6,1,1950,0,4,0,289,282,3,3,0,2,2,3,3,1,4,1,2,2,7,0,1,3,3,2,0,3,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,152000
7,10,1600.0,0,0,7,975,198,1,1,7399,1950,1997,975,5,649,2,1,975,0,66.0,0,326,0,2007,0,1997.0,6,2,1998,0,3,0,0,576,2,3,0,3,2,4,3,1,4,1,4,3,7,3,2,3,3,2,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,239000
7,0,365.0,0,0,6,1041,0,2,1,11700,1743,1968,702,6,384,1,1,702,0,90.0,1,143,175,2007,0,1968.0,6,2,1968,0,3,0,224,539,3,3,0,3,2,3,3,1,5,3,3,2,7,4,1,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,175000
6,36,0.0,0,0,6,1152,0,0,1,14000,1152,1950,0,8,0,1,1,1092,0,80.0,1,1092,0,2009,0,1950.0,8,1,2004,0,3,0,0,300,3,3,0,2,3,3,3,1,1,1,4,3,7,4,1,3,3,2,0,4,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,158500
5,0,56.0,0,0,5,1336,0,0,1,15750,1336,1953,0,5,841,1,2,1165,0,90.0,0,324,0,2006,0,1953.0,6,1,1953,1,2,0,0,375,3,3,0,2,2,3,3,2,4,1,2,2,7,4,1,3,3,2,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,157000
9,50,0.0,0,0,8,1210,0,1,1,16226,2452,1998,1242,5,281,2,1,1028,0,66.0,0,747,0,2007,0,1998.0,5,2,1999,0,4,0,208,683,0,3,0,3,2,4,3,1,6,1,4,3,7,3,3,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,267000
6,81,150.0,0,0,7,1541,0,0,1,13704,1541,2001,0,5,0,2,1,1541,0,118.0,0,1541,0,2006,0,2001.0,1,3,2002,0,3,0,468,843,2,3,0,3,2,4,3,1,1,1,4,3,7,3,2,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,205000
5,0,0.0,0,0,5,894,0,0,1,9800,894,1972,0,7,894,1,0,894,0,70.0,0,0,0,2006,0,1975.0,7,2,1972,1,3,0,256,552,3,3,0,2,2,3,3,1,5,1,2,2,7,0,1,3,3,2,0,2,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,149900
10,0,0.0,0,0,7,1675,0,0,1,18386,3493,1880,1818,9,0,3,1,1470,0,87.0,0,1470,0,2008,0,2003.0,5,3,2002,0,3,0,302,870,3,3,0,2,2,3,3,1,1,1,4,3,7,5,1,3,3,2,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,295000
8,0,246.0,0,0,8,2000,0,0,1,10386,2000,2004,0,5,1464,2,0,2000,0,80.0,0,536,0,2007,0,2004.0,7,3,2005,1,3,0,168,888,3,3,0,3,2,4,3,1,6,1,4,3,7,0,3,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,305900
8,44,246.0,0,0,7,1122,0,1,1,13474,2243,1990,1121,5,700,2,1,700,224,116.0,0,0,0,2007,0,1990.0,6,3,1991,1,4,0,127,746,3,3,0,3,2,4,3,1,5,1,3,3,7,3,2,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,225000
6,144,0.0,0,0,6,1035,0,0,1,7920,1406,1920,371,7,0,1,0,319,0,,0,319,0,2008,0,,3,0,1950,0,3,0,0,0,2,3,0,2,1,3,3,1,1,1,2,1,7,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,89500
4,0,0.0,0,0,4,861,0,0,1,12342,861,1940,0,5,262,1,0,861,0,,0,599,0,2009,0,1961.0,3,2,1950,0,1,0,158,539,2,3,0,2,2,3,3,1,4,1,4,2,7,0,1,3,3,2,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,82500
8,175,0.0,0,0,9,1944,0,0,1,12378,1944,2003,0,5,1274,2,3,1896,0,90.0,0,622,0,2006,0,2003.0,11,3,2004,1,3,0,208,708,2,3,0,3,2,5,3,4,6,1,4,4,7,5,3,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,360000
6,63,112.0,0,0,6,697,0,1,1,7685,1501,1993,804,5,518,2,1,697,0,,0,179,0,2006,0,1993.0,5,2,1994,0,3,0,190,420,2,3,0,2,2,4,3,1,5,1,3,3,7,3,3,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,165600
5,0,0.0,0,0,6,972,0,0,1,8000,972,1948,0,6,680,1,1,972,0,50.0,0,292,0,2009,0,1948.0,5,1,2002,1,2,0,0,240,3,3,0,2,3,3,3,1,5,1,4,2,7,4,1,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,132000
5,0,0.0,0,0,5,793,271,0,1,7800,1118,1939,325,7,507,1,1,793,0,65.0,0,286,0,2006,0,1939.0,5,2,1950,1,3,0,0,410,3,3,0,2,2,4,3,2,3,1,2,2,7,4,1,3,3,2,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,119900
8,0,0.0,0,0,7,2036,0,0,1,215245,2036,1965,0,5,1236,2,2,2136,0,150.0,0,80,820,2009,0,1965.0,6,2,1965,2,3,0,0,513,0,3,2,2,2,4,3,4,5,3,2,2,7,4,2,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,375000
6,0,0.0,0,0,7,832,0,1,1,9600,1641,1925,809,7,16,1,1,728,234,60.0,1,712,0,2006,0,1925.0,8,2,1990,0,3,0,0,546,3,3,0,2,2,3,4,1,2,1,4,4,7,4,1,2,3,2,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,178000
6,51,0.0,0,0,7,716,0,1,1,7795,1432,2004,716,5,425,2,1,716,0,71.0,0,291,0,2009,0,2004.0,7,2,2005,1,3,0,100,432,2,3,0,3,2,4,3,1,6,1,4,3,7,4,3,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,188500
10,195,278.0,0,0,7,1153,0,1,1,13005,2353,1980,1200,7,692,2,1,845,0,94.0,0,153,0,2009,0,1983.0,8,2,1980,1,4,0,288,484,2,3,0,3,2,4,3,1,6,1,2,4,7,3,2,3,3,2,0,4,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,260000
8,46,0.0,0,0,8,1088,0,1,1,9000,1959,2006,871,5,0,2,1,1088,0,75.0,0,1088,0,2007,0,2006.0,12,3,2006,0,3,0,208,1025,3,3,0,3,2,4,3,3,1,1,4,3,7,4,2,3,3,2,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,270000
9,60,256.0,0,0,7,1372,0,1,1,9900,2646,1993,1274,5,987,2,1,1347,144,90.0,0,360,0,2009,0,1993.0,4,3,1993,1,4,0,340,656,3,3,1,3,2,4,3,4,6,1,4,3,7,3,2,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,260000
6,48,225.0,0,0,7,1472,0,0,1,14115,1472,1980,0,5,1036,2,2,1372,0,,0,336,0,2009,0,1980.0,6,2,1980,1,3,0,233,588,3,3,0,2,2,4,3,3,6,1,2,2,7,3,1,3,3,2,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,187500
9,154,370.0,0,0,9,1249,0,1,1,16259,2596,2006,1347,5,0,3,0,1249,0,111.0,0,1249,0,2006,0,2006.0,9,3,2006,0,4,0,240,840,3,3,0,2,2,5,4,3,1,1,4,3,7,0,2,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,342643
10,154,388.0,0,0,8,1136,0,1,1,12099,2468,2004,1332,5,970,2,1,1136,0,99.0,0,166,0,2007,0,2004.0,6,3,2004,1,4,0,184,872,2,3,0,3,2,5,3,3,6,1,4,3,7,4,3,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,354000
8,96,172.0,0,0,7,1553,0,1,1,10380,2730,1986,1177,5,28,2,1,1502,0,86.0,0,0,1474,2007,0,1987.0,8,2,1987,1,4,0,201,576,2,3,0,3,2,3,3,4,2,5,4,3,7,3,3,3,3,2,0,3,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,301000
6,98,0.0,0,0,3,1163,0,0,1,5820,1163,1955,0,8,256,1,0,1162,0,49.0,0,906,0,2006,0,1955.0,7,1,2005,1,3,0,142,220,3,3,0,2,3,3,3,1,5,1,4,2,7,0,1,2,3,2,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,126175
11,0,300.0,0,0,7,1898,0,1,1,11275,2978,1967,1080,7,0,2,1,710,0,96.0,0,710,0,2010,0,1961.0,6,2,2007,0,5,0,240,564,3,3,0,3,3,4,3,1,1,1,4,3,7,4,3,3,3,2,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,242000
5,0,0.0,0,0,5,803,0,0,1,5000,803,1941,0,6,116,1,0,720,244,50.0,0,604,0,2007,0,1941.0,12,2,1950,0,2,0,0,360,3,3,0,2,2,3,3,3,4,1,0,2,7,0,1,3,3,2,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,87000
6,30,0.0,0,0,8,1719,0,1,1,10846,1719,1993,0,5,1619,1,2,1719,0,32.0,0,100,0,2008,0,1993.0,5,2,1993,2,1,0,122,473,2,3,0,3,2,4,3,4,6,1,4,3,7,4,3,3,3,2,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,324000
7,45,175.0,0,0,6,1383,0,1,1,11600,1383,1960,0,5,565,1,0,1383,0,80.0,0,818,0,2006,0,1960.0,4,1,1960,0,3,0,0,292,3,3,0,2,2,3,3,1,3,1,2,2,7,0,2,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,145250
10,60,0.0,0,0,6,1445,0,0,1,11888,2134,1916,689,6,0,2,0,844,268,,0,844,0,2009,0,1930.0,7,2,1994,0,5,0,0,441,2,3,0,2,2,3,3,1,1,1,3,3,7,0,1,3,3,2,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,214500
6,0,0.0,0,0,5,596,0,0,1,6402,1192,1920,596,5,0,1,0,596,137,60.0,0,596,0,2009,0,1920.0,7,1,1950,0,3,0,0,189,3,3,0,2,2,3,3,2,1,1,2,2,7,0,1,2,2,0,0,2,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,78000
10,0,84.0,0,0,5,1728,0,0,2,10624,1728,1964,0,4,40,2,0,1728,0,,1,1424,264,2007,0,2002.0,11,1,1964,0,6,0,155,352,2,3,0,2,2,3,3,1,6,3,2,2,7,0,1,3,3,2,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,119000
6,0,0.0,0,0,5,1056,0,0,1,8176,1056,1958,0,6,846,1,0,1056,0,70.0,0,210,0,2007,0,1958.0,8,1,1992,1,3,0,0,308,3,3,0,2,2,3,3,1,3,1,1,2,7,0,2,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,139000
7,0,296.0,0,0,8,1629,0,0,1,10655,1629,2003,0,5,1124,2,1,3206,0,85.0,0,1603,479,2009,0,2003.0,10,3,2004,1,3,0,0,880,2,3,0,3,2,4,3,1,6,0,4,3,7,4,2,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,284000
6,30,146.0,0,0,7,1358,0,0,1,8198,1358,2004,0,5,720,2,1,1358,0,59.0,0,638,0,2008,0,2004.0,7,2,2004,1,2,0,192,484,3,3,0,3,2,4,3,3,6,1,4,3,7,4,2,3,3,2,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,207000
7,38,0.0,0,0,6,943,0,1,1,9042,1638,1998,695,5,828,2,2,943,0,59.0,0,115,0,2008,0,1998.0,7,2,1998,1,3,0,100,472,2,3,0,2,2,4,3,4,6,1,3,2,7,3,3,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,192000
7,0,0.0,0,700,5,1619,0,0,1,164660,1786,1965,167,6,1249,2,2,1499,0,,0,103,147,2008,0,1965.0,8,2,1965,2,3,0,670,529,2,3,2,2,2,3,3,4,5,4,4,2,7,4,3,3,3,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,228950
8,51,200.0,0,0,9,1922,0,0,1,14157,1922,2005,0,5,1249,2,1,1922,0,86.0,0,673,0,2007,0,2005.0,7,3,2006,1,3,0,178,676,2,3,0,3,2,5,3,4,6,1,4,3,7,4,3,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,377426
